Persona #  1,Persona #  2,Persona #  3,Persona #  4,Persona #  5
0.06511622697706407,0.18438285920935318,0.049148405367638516,0.3221516222228724,0.08642630900870957
0.24093104338454074,0.0,0.08760013863680181,0.2909769130934053,0.15625712075563672
0.2737191677576883,0.08585401105129249,0.01486261022023274,0.1905750610542545,0.055592267322550876
0.43624223023937964,0.0,0.08473350690761068,0.0,0.19813724444300318
0.23545299936747402,0.0,0.19430075250498094,0.1842568811648054,0.19986424272257144
0.2519926601791547,0.0,0.012537500957836917,0.36580369728959017,0.0
0.055789425154938475,0.0,0.3296505152570981,0.021942582773383457,0.18664568446272412
0.07308252551882169,0.02426905291033882,0.3483324431404477,0.20979457618264,0.12704953975306654
0.09130135188300104,0.2492784778581919,0.06533226510842283,0.23273698834545353,0.0
0.191377638296809,0.1550559858874125,0.0,0.10344938245732499,0.17385975730156214
0.3210904451493947,0.03612742180467322,0.0,0.27717395304937686,0.0
0.15858333137852834,0.0,0.2814886325931568,0.10134656115887518,0.14060521528369382
0.1621169079208224,0.12698464099941947,0.21580846765151063,0.04656090256423789,0.02864108910389136
0.0,0.3548377208782455,0.0,0.1368333322448193,0.2582163597216661
0.05779858057100901,0.0,0.253082595432431,0.25899452600790107,0.1521463178108145
0.04737298791555212,0.09114395005443725,0.1324993210409707,0.0,0.3588090998273876
0.0,0.26470114846180987,0.18959815590638096,0.22606442835631013,0.08910534005094115
0.1284380099725561,0.0,0.4766358423075586,0.06343106504424074,0.0
0.0,0.027880328743251893,0.4907540672472094,0.0,0.318724663133171
0.21369200042919065,0.09603385602156538,0.0,0.19304572962288724,0.197967088091733
0.2465166472807342,0.0,0.06526709461929638,0.22499177748231614,0.19121586515432193
0.0,0.3957805208664424,0.13561132177599305,0.03382979002283906,0.10795652173257564
0.0,0.45096315820785854,0.10470705814469848,0.024483633927269453,0.1163353489871816
0.23826306614985748,0.09340212505487745,0.0,0.26085388826106465,0.12985786301643928
0.0,0.31617490140162546,0.12484249935623427,0.18372866656356876,0.05053747950900024
0.0,0.37564654375682405,0.03090856709321571,0.0,0.15587802256674502
0.0001641880064441268,0.06465038446973297,0.21077179196930346,0.3269014017731633,0.09211922421801404
0.051641319368931134,0.16003650642111372,0.1389711074967724,0.0,0.40612898269481906
0.277451821469627,0.0,0.19216013016803035,0.19356985064446777,0.06946817731087737
0.0,0.23858572748985843,0.24256954866156588,0.135006070521525,0.06672593948439799
0.021875149169647758,0.12266408102211729,0.2387362083129557,0.05837637804082801,0.2697690420615782
0.06996470399320766,0.3484695433792502,0.0,0.0497003488978857,0.1429817741542511
0.3519104240461634,0.11715423609677503,0.021113836779379273,0.12480851440585873,0.0
0.0,0.25250943321170893,0.16615632679301967,0.10210761710992361,0.1590632191448736
0.31707912194523646,0.09685938160654232,0.04182350451712151,0.0,0.16790585540886163
0.34740592720439356,0.0,0.13697073400243823,0.01158791908280488,0.18555974561751215
0.07421815493601439,0.28037014583044434,0.05507650015723147,0.084443766140402,0.2827852864587886
0.1329634487914077,0.15873538147272245,0.155471530410995,0.213359359054314,0.061162488078925346
0.02042294004481657,0.0,0.4560265712796048,0.0,0.30646355685662535
0.3347571170505897,0.0,0.12110648208530486,0.16454964823607088,0.07128316761809081
0.026198811330649035,0.26600511794042575,0.10924043807146741,0.05867870431480124,0.18551722954038538
0.0625335765298113,0.03360679873390489,0.4198042473573399,0.04320393663811784,0.23518304658704411
0.27199596213692073,0.0,0.08577825005510499,0.20537369031350525,0.006146371579294785
0.08776025895392525,0.13831031881732755,0.2279705266497704,0.1049422687270295,0.16618759718398787
0.22491286516309006,0.013240849645708878,0.12609694465941945,0.26064780198427523,0.07187780026185354
0.0,0.45637031032578274,0.0,0.14856468901552267,0.04263901689012994
0.0,0.0,0.07974269177326193,0.21989586467113537,0.1018592131804868
0.10170175579131872,0.10236927713322873,0.0922914374328191,0.16013362920847057,0.2575352603924068
0.06650757056693571,0.3569125488820282,0.019881962449021306,0.19599553774138667,0.0719487826053205
0.35642103901369154,0.0,0.0,0.12292443653115032,0.031360170927232416
0.11141729794003205,0.0,0.3204385424923803,0.23397085662235834,0.11568770318641965
0.192531048517464,0.07933916729493207,0.05514919780027444,0.31967539525479516,0.0654108699078116
0.0,0.14639796416589274,0.3816294059627327,0.06351984731919891,0.20584074566389446
0.17072412038307433,0.0,0.1341824628577604,0.23963075190268232,0.1767554347834139
0.1180432702303558,0.05255306663938132,0.14735121923219002,0.07297766231943677,0.27592025567971207
0.1905983892715007,0.01997015876844573,0.19629761446396343,0.11506243271177426,0.1251983970985507
0.0,0.246201789328401,0.12079038202841003,0.1001684793881764,0.2236216554718727
0.3628564149570375,0.045398651696563215,0.07731220083076851,0.15493391362218872,0.0
0.0,0.1606359272667098,0.44146274107652794,0.10414926650948599,0.0
0.11760527356875444,0.04758807592763667,0.10257232251256519,0.2489958755563994,0.16733767508975755
0.22428094152257563,0.2362187349703098,0.0,0.020233451255464045,0.27801811808766586
0.0,0.4034827172586327,0.0,0.10252136986051275,0.19793679579833257
0.03557940054598833,0.04194958996050187,0.23343018340162103,0.31052253572037564,0.06447381831002404
0.02561952532216301,0.15759262861602927,0.10091593964284733,0.22267936730205415,0.1930906965665017
0.0,0.18775515163126938,0.2663898070236277,0.0015096866177566057,0.28557964354981386
0.3955703683772154,0.0,0.09615729645744032,0.0,0.26499644458090044
0.36630220391171586,0.0,0.14293014119979136,0.0,0.17448083438510412
0.12780151559310146,0.13173298915575146,0.2496909156355409,0.0,0.0
0.187590066712544,0.2211390483098625,0.0,0.036471499077560955,0.09320721177623909
0.2889261663991581,0.0,0.22073457182621306,0.0,0.2611897175962993
0.0,0.0,0.4173972369318174,0.0,0.4225081575613191
0.0,0.017698865797893877,0.5016337360983913,0.20583471338681156,0.036702480387220876
0.06780581406243441,0.38030222040298556,0.0064816407083701675,0.0,0.18858815637905155
0.028431934087668833,0.36299451080466894,0.0,0.10952413647119813,0.15526286002773831
0.18693132852121597,0.05979290970885645,0.19934093128011093,0.09281552627945051,0.14141867828699478
0.3317994395053679,0.07087797818210813,0.02630800089870717,0.0,0.2003628399604675
0.13865709768528406,0.1071354331204523,0.19702831391334702,0.1813231782556557,0.08585688954800877
0.0,0.3802468548054003,0.0,0.2837121095278306,0.0
0.0,0.14834446876425356,0.305495925566953,0.19912750726440143,0.012702311006762454
0.11495791586707142,0.13093672124231154,0.1039295733510731,0.25184311709495527,0.18366507470543125
0.0,0.22872862816994294,0.25469823796105423,0.24497229509610546,0.08936071172942779
0.09218199457166648,0.050019849228900855,0.24961197716408337,0.028946830496217022,0.23381871644607766
0.09662414511820651,0.0,0.3484080064288063,0.12956121361292722,0.12294618458135147
0.0,0.16171429195998094,0.374518340019021,0.08739427719692157,0.04484586673030575
0.08118115903458203,0.028902044879774443,0.30629906226891007,0.10698032151171226,0.13697045823542386
0.03611662269597827,0.4420410383376229,0.0,0.0,0.1850613297429416
0.16177962653402536,0.052932767304182914,0.269509950818294,0.005984749851204039,0.10014634081317965
0.1620196306068711,0.04799712587798241,0.21313680309807037,0.35431789504792444,0.0
0.0,0.0,0.4342855969706807,0.3403253245591761,0.0
0.07219006863885358,0.07238869886484148,0.2101529874052026,0.20665198402216006,0.11375600198404466
0.0,0.13993033165734778,0.3779027203868788,0.0,0.1822799852695359
0.0985196821619061,0.17030658337219137,0.03727071804911189,0.32272004205875987,0.123094462186086
0.09998347365367338,0.005290833480268321,0.10780896971545381,0.1983815906397526,0.2064511683798694
0.20818300051170993,0.027910347902399255,0.0964345369747064,0.17858447591627288,0.11176613589204806
0.15237013437621852,0.11408002696331039,0.18840610082489712,0.07280605871393019,0.16016069200153968
0.2409127846758772,0.23166693526059112,0.03639691931881647,0.0,0.037925030278174884
0.08339908608513359,0.47640749556279416,0.00952076942098159,0.0,0.17016166964537338
0.08264848856349599,0.0,0.31656974602926863,0.18736450088470177,0.1000720898792114
0.345185275229926,0.0,0.2024310683462338,0.0,0.07067085415704896
0.103818428251232,0.20194057612897282,0.18367267761238018,0.24431926658290243,0.0
0.0,0.13501251268382428,0.3204360704279362,0.2076157299029393,0.0
0.3890362216625043,0.08785199525122477,0.0,0.0,0.21445854666245942
0.33002651097729335,0.04917595213584274,0.0,0.0,0.24278122222471232
0.28215788218982796,0.01693847994543246,0.18519116495836002,0.25075775273337975,0.0
0.04425196974445566,0.3082312830461522,0.0,0.000676216258346177,0.37575080803790695
0.07654364020975447,0.011922973204661402,0.22841862432290727,0.3639662358066127,0.00814276591984571
0.07075098514273553,0.0,0.3738757970370192,0.2126553466269194,0.0
0.36393684990073083,0.050660145609849834,0.09703523749336275,0.10811483340031257,0.02538946349607586
0.4067888190766072,0.09759335241766205,0.0,0.027879308274354614,0.10629439528095133
0.1698513030036009,0.013666175927942533,0.13306710471303912,0.010429973731086556,0.25757618699766827
0.012128945021111422,0.2219519759383023,0.16876889214402074,0.25114998509077674,0.12567811675295612
0.004771201080323924,0.21025263365376867,0.08425806457722515,0.3542147581016583,0.019075499880404138
0.13120532462737453,0.20428827588949836,0.12491037075843378,0.0,0.2655836526912778
0.0,0.21577216874124094,0.20104086130118878,0.08708296137762178,0.18428465761217927
0.0,0.3714711099209191,0.03375968233480527,0.1573731309885438,0.1805109038795146
0.23168973501737872,0.0,0.2870270298446925,0.2143357450287787,0.0
0.19428755827850877,0.22877335811523677,0.0,0.0,0.23684342983132664
0.04301662629979046,0.33043773874270366,0.08439310336691178,0.021203333485684334,0.25790038208130045
0.0,0.2406235045551246,0.0,0.04145809706693252,0.5107906057423074
