Persona #  1,Persona #  2,Persona #  3,Persona #  4,Persona #  5
0.006595461173339547,0.1668763342761848,0.22811705315394215,0.3222935740404684,0.28828403549368253
0.15155266166266992,0.0,0.3645034600744118,0.0,0.5284360379426684
0.0,0.000900200614653418,0.4517546404047443,0.2840605393491612,0.2443220465434087
0.5180804040093705,0.18843889771829125,0.10957689881129078,0.0,0.1956024847562848
0.3612185980092397,0.0,0.04159985408447505,0.13102182379624913,0.49389347097574265
0.0,0.47202344775963767,0.04564101183298606,0.351292701142027,0.18597719784240888
0.0,0.14605412976860352,0.0,0.6491290813248304,0.0
0.0,0.18024525304481315,0.3835361440462012,0.0,0.4704939429394481
0.2919450712324235,0.0,0.35525717839874593,0.0,0.36993765627131525
0.0,0.0,0.3612709426723565,0.0,0.5635616937654743
0.006756709596796191,0.0,0.2701576586352431,0.0,0.5057032383922353
0.10139862048427448,0.16019106964867863,0.14376499547296373,0.5678178479696268,0.0
0.0,0.0,0.3752378829267065,0.21163521198957277,0.32194030136735025
0.24987815941635572,0.0,0.4026038386211209,0.05305716636964338,0.23029214421405292
0.3069736852139219,0.24753393675874477,0.16858654645235568,0.21209021025373775,0.1584010477848068
0.0,0.4496584236055628,0.2668046841694281,0.0,0.23209963325436095
0.13607828417616924,0.2088013145523658,0.49212323251611595,0.05368497176333343,0.16028862869201677
0.31932667499391726,0.10958245123853724,0.16664021190419145,0.0,0.3105618116964538
0.003548060662592528,0.0,0.5741468225455524,0.15525725983877406,0.3180533015843726
0.32972883710781964,0.19567260371392392,0.06426396076259412,0.24085585256878592,0.08967684204660974
0.08689793244005732,0.1253496682137395,0.07423830336828784,0.6269196708201947,0.0
0.258913893620035,0.1420870653538242,0.02171787183903072,0.3293220448738471,0.0
0.05011829735842499,0.39005307582582427,0.45904088832374346,0.0,0.22948830154733557
0.1772406550108485,0.0,0.2489051528048583,0.09640284899220185,0.3925867730746562
0.11562178058570875,0.2716657744912451,0.5259774226126609,0.03566973640515908,0.0
0.5833205633925792,0.06752579551560586,0.022570355100980072,0.06550164190095947,0.22373018923739316
0.2305046676310569,0.0,0.1875974281080175,0.08410434572718001,0.22744633624859403
0.3668409287369579,0.0,0.12702566744138807,0.05205426595704848,0.4433012852949759
0.0,0.09296427510469647,0.052207203703951405,0.846993869791008,0.049412729026668135
0.0,0.6107274870971336,0.06096029414386316,0.16961913550770671,0.27347108145500343
0.16119267333322596,0.418423464569489,0.2363660485469688,0.10693836270669319,0.0
0.3031505309613408,0.013179739537754821,0.25454996996493634,0.0,0.40232829105858087
0.12073593659094213,0.42973103198457896,0.0822772482851752,0.2809739393038604,0.10713179318562868
0.2828304724751046,0.0,0.34723536755552803,0.0,0.39576227122291696
0.018649199997352553,0.04203257533840104,0.38733602677618456,0.3556487767337745,0.18590218952925683
0.0,0.5673169874203594,0.37371897816972555,0.08726801072663416,0.0
0.0,0.4691849676606281,0.0,0.38180045024334,0.10108054627867799
0.22665921230621294,0.48179624006744826,0.03014203680121575,0.029935083350933762,0.23130086654017262
0.0,0.18035319386191567,0.4231130908760295,0.04838772635228378,0.29539798762258596
0.0,0.0,0.15038868500029298,0.33499660785825347,0.44217579899783865
0.3008458228072722,0.15762027123283207,0.22410992940054014,0.0,0.252375599754267
0.14333062908097888,0.2145614957490941,0.4108248941005375,0.0,0.21249275101774845
0.02316455067978032,0.17084619095708228,0.1843117576342187,0.014309973660767177,0.5576353917964247
0.34858236384473434,0.2736539163934019,0.2596333025465216,0.06136157788910711,0.07142125769711724
0.17775786542712085,0.6905965225094397,0.17514946201120313,0.0,0.019915719475437015
0.07966597032164419,0.3366419280110736,0.19166892526797813,0.20293435704725293,0.24662338090199118
0.0,0.9142498227489378,0.0,0.16837257629380148,0.0
0.058344318670549906,0.273092509984864,0.6109713768850341,0.07874721268685256,0.05199822044083327
